"battle","pubdate","DocumentURL","Title","Abstract","StoreId","ArticleType","Authors","copyright","digitalObjectIdentifier","documentType","entryDate","issn","language","languageOfSummary","pages","placeOfPublication","pubtitle","year","startPage","Database"
"FL005",1864-02-27,"http://search.proquest.com/docview/91832842","HIGHLY IMPORTANT.","The steamship Fulton, Capt. WOTTON, from Port Royal on Wednesday last, arrived here at a late hour last night, bringing information of a sad reverse to our expedition, under Gen. SEYMOUR, in Florida.",91832842,"Historical Newspapers",," Copyright New York Times Company Feb 27, 1864"," 82014308 , 1470617 , 113715"," article",1864-02-27,"0362-4331"," English"," English",3," New York, N.Y.","New York Times (1857-1922)",1864,3,"ProQuest Historical Newspapers: The New York Times (1851-2009)"
"FL005",1864-02-27,"http://search.proquest.com/docview/91792896","THE REBELLION.","Very sad news comes to us from the Department of the South. The steamship Fullon at rived last evening, bringing the intelligence of a desperate battle on the 20th inst. near Sanderson, Fla., between Gen. SEYMOUR'S forces and a superior body of rebels.",91792896,"Historical Newspapers",," Copyright New York Times Company Feb 27, 1864"," 82014344 , 1470617 , 113715"," article",1864-02-27,"0362-4331"," English"," English",6," New York, N.Y.","New York Times (1857-1922)",1864,6,"ProQuest Historical Newspapers: The New York Times (1851-2009)"
"GA001",1862-05-04,"http://search.proquest.com/docview/91633922","The Reduction of Fort Pulaski Its Lesson and Importance.","The whole country has been somewhat led astray by an item of news coming via Fortress Monroe, which was relied upon as correct because bearing the sanction of Government censorship. The Seminole, on arriving there from the South, was reported as authentically announcing that the garrison of Fort Pulaski had offered to surrender the fort if they could be allowed to retire with the honors of war, and that the proposal had been rejected by Gen. SHERMAN. It was further stated that the unconditional surrender of the fort was daily expected. Both these assertions prove to have been untrue.",91633922,"Historical Newspapers",""," Copyright New York Times Company May 4, 1862"," 78687904 , 1445947 , 113715"," editorial_article",1862-05-04,"0362-4331"," English"," English",4," New York, N.Y.","New York Times (1857-1922)",1862,4,"ProQuest Historical Newspapers: The New York Times (1851-2009)"
"GA001",1862-05-03,"http://search.proquest.com/docview/91734612","IMPORTANT FROM THE SOUTH","The weather to-day is warm and clear, and highly favorable for the operations of the army. Three or four rebel boats made their appearance off Sewell's Point this morning, and seemed to be placing buoys to mark the channel.",91734612,"Historical Newspapers",""," Copyright New York Times Company May 3, 1862"," 78687759 , 1445946 , 113715"," front_page",1862-05-03,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1862,1,"ProQuest Historical Newspapers: The New York Times (1851-2009)"
"GA001",1862-05-03,"http://search.proquest.com/docview/91747647","NEWS FROM THE REBEL PAPERS.","By way of Fortress Monroe, we have Petersburgh, Richmond, and Norfolk papers as late as April 29, from which we make the following extracts:",91747647,"Historical Newspapers",""," Copyright New York Times Company May 3, 1862"," 78687760 , 1445946 , 113715"," front_page",1862-05-03,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1862,1,"ProQuest Historical Newspapers: The New York Times (1851-2009)"
"GA001",1862-04-27,"http://search.proquest.com/docview/91726501","TROPHIES FROM PULASKI.","",91726501,"Historical Newspapers",""," Copyright New York Times Company Apr 27, 1862"," 78686841 , 1445936 , 113715"," article",1862-04-27,"0362-4331"," English"," English",8," New York, N.Y.","New York Times (1857-1922)",1862,8,"ProQuest Historical Newspapers: The New York Times (1851-2009)"
"GA001",1862-04-27,"http://search.proquest.com/docview/91725539","OPERATIONS BELOW SAVANNAH.","On the 8th of April, Gen. HUNTER and Staff went ashore on Tybee Island; it was intended to open fire the next morning, but a delay of one day was found necessary. Gen. HUNTER did not take up his headquarters ashore, though he visited the batteries.",91725539,"Historical Newspapers"," From Our Own Correspondent.
From Our Own Correspondent."," Copyright New York Times Company Apr 27, 1862"," 78686840 , 1445936 , 113715"," article",1862-04-27,"0362-4331"," English"," English",8," New York, N.Y.","New York Times (1857-1922)",1862,8,"ProQuest Historical Newspapers: The New York Times (1851-2009)"
"GA001",1862-04-24,"http://search.proquest.com/docview/91767114","OPERATIONS BELOW SAVANNAH.","SIR: I have the honor to submit the following report of the operations of the troops under my command, in connection with the investment and reduction of Fort Pulaski:",91767114,"Historical Newspapers",""," Copyright New York Times Company Apr 24, 1862"," 78686457 , 1445933 , 113715"," article",1862-04-24,"0362-4331"," English"," English",2," New York, N.Y.","New York Times (1857-1922)",1862,2,"ProQuest Historical Newspapers: The New York Times (1851-2009)"
"GA001",1862-04-21,"http://search.proquest.com/docview/91735926","REPORT OF BRIG.-GEN. BENHAM.","SIR: I have the honor to report the conclusion of the operations of the siege of Fort Pulaski, in Savannah River, Ga., which have resulted in the capture of that fortress and its armament, and the unconditional surrender of the effective force of the garrison, amounting to 361, of whom 24 were officers; beside about 18 who were sick or wounded.",91735926,"Historical Newspapers",""," Copyright New York Times Company Apr 21, 1862"," 82012309 , 1470587 , 113715"," article",1862-04-21,"0362-4331"," English"," English",2," New York, N.Y.","New York Times (1857-1922)",1862,2,"ProQuest Historical Newspapers: The New York Times (1851-2009)"
"GA001",1862-04-21,"http://search.proquest.com/docview/91730016","THE FALL OF FORT PULASKI.","SIR: The flag of our country waves our Fort Fulaski, I summoned the garrison to surrender, at sunrise, on the morning of the 10th inst. Immediately on receiving their refusal, at 8 A.M., we opened fire, the bombardment continuing, without intermission, for thirty hours. At the end of eighteen hours' firing, the fort was breached in the southeast angle; and at the moment of surrender, 2 o'clock P.M., on the 1lth instant, we had commenced preparations for storming.",91730016,"Historical Newspapers",""," Copyright New York Times Company Apr 21, 1862"," 82012308 , 1470587 , 113715"," article",1862-04-21,"0362-4331"," English"," English",2," New York, N.Y.","New York Times (1857-1922)",1862,2,"ProQuest Historical Newspapers: The New York Times (1851-2009)"
"GA001",1862-04-20,"http://search.proquest.com/docview/91739258","FROM THE SOUTH.","The telegraph has informed you of the surrender of Fork Pulaski, and the consequent state of excitement you can well imagine. The evening of Friday passed in suspense, but no fear was felt that the gallantry of the garrison had caused the silence of the enemy's guns, which had not been heard since 2 P.M. yesterday.",91739258,"Historical Newspapers",""," Copyright New York Times Company Apr 20, 1862"," 78686108 , 1445930 , 113715"," front_page",1862-04-20,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1862,1,"ProQuest Historical Newspapers: The New York Times (1851-2009)"
"GA001",1862-04-20,"http://search.proquest.com/docview/91735409","FORT PULASKI BEFORE THE BOMBARDMENT.","The Union battery on King's Landing, directly opposite to Fort Pulaski, mounts ten 13-inch mortars, two columbiads, and four rifled cannon, throwing either shot or shell. This battery will be by far the most effective in the coming bombardment, which may open now at any time.",91735409,"Historical Newspapers",""," Copyright New York Times Company Apr 20, 1862"," 78686136 , 1445930 , 113715"," article",1862-04-20,"0362-4331"," English"," English",3," New York, N.Y.","New York Times (1857-1922)",1862,3,"ProQuest Historical Newspapers: The New York Times (1851-2009)"
"GA001",1862-04-20,"http://search.proquest.com/docview/91726962","THE ARMY AND NAVY","Another batch of prisoners, numbering one hundred and fifty, arrived here on Friday, and were sent to Governor's Island. They are part of those captured at Fort Pulaski. Another batch is expected this morning. The men are uniformed like the Cape Hatteras prisoners, in rather dirty looking gray.",91726962,"Historical Newspapers",""," Copyright New York Times Company Apr 20, 1862"," 78686144 , 1445930 , 113715"," article",1862-04-20,"0362-4331"," English"," English",3," New York, N.Y.","New York Times (1857-1922)",1862,3,"ProQuest Historical Newspapers: The New York Times (1851-2009)"
"GA001",1862-04-20,"http://search.proquest.com/docview/91670580","OTHER OFFICIAL DOCUMENTS.","",91670580,"Historical Newspapers",""," Copyright New York Times Company Apr 20, 1862"," 78686204 , 1445930 , 113715"," article",1862-04-20,"0362-4331"," English"," English",8," New York, N.Y.","New York Times (1857-1922)",1862,8,"ProQuest Historical Newspapers: The New York Times (1851-2009)"
"GA001",1862-04-20,"http://search.proquest.com/docview/91752745","REPORT OF BRIG.-GEN. BENHAM.","To Maj.-Gen. David Hunter, commanding Department of the South: SIR: I have the honor to report the conclusion of the operations of the siege of Fort Pulaski, in Savannah River, Ga., which have resulted in the capture of that fortress and its armament, and the unconditional surrender of the effective force of the garrison, amounting to 361, of whom 24 were officers; beside about 18 who were sick or wounded.",91752745,"Historical Newspapers",""," Copyright New York Times Company Apr 20, 1862"," 78686202 , 1445930 , 113715"," article",1862-04-20,"0362-4331"," English"," English",8," New York, N.Y.","New York Times (1857-1922)",1862,8,"ProQuest Historical Newspapers: The New York Times (1851-2009)"
"GA001",1862-04-20,"http://search.proquest.com/docview/91769364","THE FALL OF FORT PULASKI.","Hon. E.M. Stanton, Secretary of War, Washington: SIR: The flag of our country waves over Fort Pulaski. I summoned the garrison to surrender, at sunrise, on the morning of the 10th inst. Immediately on receiving their refusal, at 8 A.M., we opened fire, the bombardment continuing, without intermission, for thirty hours. At the end of eighteen hours' firing, the fort was breached in the southeast angle; and at the moment of surrender, 2 o'clock P.M., on the 11th instant, we had commenced preparations for storming.",91769364,"Historical Newspapers",""," Copyright New York Times Company Apr 20, 1862"," 78686201 , 1445930 , 113715"," article",1862-04-20,"0362-4331"," English"," English",8," New York, N.Y.","New York Times (1857-1922)",1862,8,"ProQuest Historical Newspapers: The New York Times (1851-2009)"
"GA001",1862-04-20,"http://search.proquest.com/docview/91727105","THE PART TAKEN BY THE NAVY.","SIR: The dispatches from the Commanding-General of this Department to the honorable Secretary of War will convey the gratifying intelligence of the fall of Fort Pulaski.",91727105,"Historical Newspapers",""," Copyright New York Times Company Apr 20, 1862"," 78686203 , 1445930 , 113715"," article",1862-04-20,"0362-4331"," English"," English",8," New York, N.Y.","New York Times (1857-1922)",1862,8,"ProQuest Historical Newspapers: The New York Times (1851-2009)"
"GA001",1862-04-19,"http://search.proquest.com/docview/91727163","A Negro Conventicle--The Rev. Abraham Murchison--Trip to Seabrook--The Drayton Plantation--The Elliott Plantation--Rose and Her Family--A Negro Bayoneted--The Contrabands at Seabrook--A Human Phenomenon--Cotton Planting--The Bombardment of Fort Pulaski to Commence.","I went last evening to meeting in the negro quarter. The large room in which it was held was well filled, and by negroes, excepting some fifteen or twenty soldiers and white civilians. The preacher was Rev. ABRAHAM MURCHISON, who follow the Apostolic example of earning his daily bread by temporal work, and who at present honors ""the mess,"" by serving as chief cook. ABRAHAM is a remarkable negro, and is often compared to Mrs. STOWE'S ideal ""Uncle Tom."" His sermon was marked by considerable originality and a closeness of logic that surprised me; and the evident sincerity of his ministrations gave it an interest which does not always attend more pretentious efforts.",91727163,"Historical Newspapers"," From Our Own Correspondent.
From Our Own Correspondent."," Copyright New York Times Company Apr 19, 1862"," 80266792 , 1458858 , 113715"," article",1862-04-19,"0362-4331"," English"," English",2," New York, N.Y.","New York Times (1857-1922)",1862,2,"ProQuest Historical Newspapers: The New York Times (1851-2009)"
"GA001",1862-04-19,"http://search.proquest.com/docview/91727326","OUR SPECIAL CORRESPONDENCE.","I left Hilton Head to-day about 12 o' clock M. for this place, accompanying Gens. HUNTER AND BENHAM, and Capt. ROGERS, of the Watash, and the Government steamer McClellan.",91727326,"Historical Newspapers",""," Copyright New York Times Company Apr 19, 1862"," 80266839 , 1458858 , 113715"," article",1862-04-19,"0362-4331"," English"," English",5," New York, N.Y.","New York Times (1857-1922)",1862,5,"ProQuest Historical Newspapers: The New York Times (1851-2009)"
"GA001",1862-04-19,"http://search.proquest.com/docview/91727279","THE FAIL OF FORT PULASKI.","The United States steamer McClellan, J.W. BOOTH, coming from Port Royal April l4, at 4 P.M., arrived yesterday.",91727279,"Historical Newspapers",""," Copyright New York Times Company Apr 19, 1862"," 80266836 , 1458858 , 113715"," article",1862-04-19,"0362-4331"," English"," English",5," New York, N.Y.","New York Times (1857-1922)",1862,5,"ProQuest Historical Newspapers: The New York Times (1851-2009)"
"GA001",1862-04-19,"http://search.proquest.com/docview/91735856","THE FEU D'ENFER AT FORT PULASKI.","",91735856,"Historical Newspapers",""," Copyright New York Times Company Apr 19, 1862"," 80266842 , 1458858 , 113715"," article",1862-04-19,"0362-4331"," English"," English",5," New York, N.Y.","New York Times (1857-1922)",1862,5,"ProQuest Historical Newspapers: The New York Times (1851-2009)"
"GA001",1862-04-19,"http://search.proquest.com/docview/91734200","THE REBELLION.","By the arrival at this port of the steam transport McClellan, from Port Royal on the afternoon of the 14th inst., we are put in possession of full particulars of the bombardment and surrender of Fort Pulaski. It appears from our own accounts that the rebel dispatches announcing the fall of the fort were remarkably correct only a little exaggerated in regard to the effects of our fire, to afford a better excuse for the surrender after so short a bombardment.",91734200,"Historical Newspapers",""," Copyright New York Times Company Apr 19, 1862"," 80266888 , 1458858 , 113715"," editorial_article",1862-04-19,"0362-4331"," English"," English",8," New York, N.Y.","New York Times (1857-1922)",1862,8,"ProQuest Historical Newspapers: The New York Times (1851-2009)"
"GA001",1862-04-19,"http://search.proquest.com/docview/91736798","The Reduction of Fort Pulaski Another Revolution in the Art of War.","The bombardment and capture of Fort Pulaski whereof we to-day give a detailed description by our special correspondent is one of those actions which, like the combat of the ironsides in Hampton Roads, have a double significance being at once a valuable success in our scheme of seaboard operations, and adding most important contributions to the science of attack and defence.",91736798,"Historical Newspapers",""," Copyright New York Times Company Apr 19, 1862"," 80266897 , 1458858 , 113715"," editorial_article",1862-04-19,"0362-4331"," English"," English",8," New York, N.Y.","New York Times (1857-1922)",1862,8,"ProQuest Historical Newspapers: The New York Times (1851-2009)"
"GA001",1862-04-19,"http://search.proquest.com/docview/91670973","GEN. GILMORE'S OFFICIAL REPORT OF THE REDUCTION OF FORT PULASKI.","Lieut. A.B. Ely, Acting Assistant Adjutant-General, Northern District, Department of the South: SIR: I have the honor to report that several batteries established on Tybee Island, to operate against Fort Pulaski, opened fire on the morning of the 10th instant, at 8 o'clock, commencing with the 13-inch mortars.",91670973,"Historical Newspapers",""," Copyright New York Times Company Apr 19, 1862"," 80266995 , 1458858 , 113715"," article",1862-04-19,"0362-4331"," English"," English",12," New York, N.Y.","New York Times (1857-1922)",1862,12,"ProQuest Historical Newspapers: The New York Times (1851-2009)"
"GA001",1862-04-16,"http://search.proquest.com/docview/91753835","THE FALL OF FORT PULASKI.","A flag of truce went up to Craney Island this afternoon, and brought back two Norfolk papers. They were taken to headquarters, and, although containing the important information of the unconditional surrender of Fort Pulaski, an effort was made, in accordance with the policy that prevails here, to keep even good news from the representatives of the Press. I am, however, able to give you the substance of the glorious news, as published in the Savannah Republican.",91753835,"Historical Newspapers",""," Copyright New York Times Company Apr 16, 1862"," 78685802 , 1445927 , 113715"," front_page",1862-04-16,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1862,1,"ProQuest Historical Newspapers: The New York Times (1851-2009)"
"GA001",1862-04-16,"http://search.proquest.com/docview/91740346","MONETARY AFFAIRS.","",91740346,"Historical Newspapers",""," Copyright New York Times Company Apr 16, 1862"," 78685815 , 1445927 , 113715"," stock_quote",1862-04-16,"0362-4331"," English"," English",2," New York, N.Y.","New York Times (1857-1922)",1862,2,"ProQuest Historical Newspapers: The New York Times (1851-2009)"
"GA001",1862-04-16,"http://search.proquest.com/docview/91770565","THE REBELLION.","The reduction of Fort Pulaski has been accomplished, and that old National stronghold is once more in possession of the Government. This gratifying news is obtained from the rebels themselves, by way of Fortress Monroe. The Fort was surrendered at 2 o'clock P.M. on Friday last, the 11th inst., after a bombardment continuing only a few hours, but during which, according to the Savannah Republican, seven large breaches were made in the south wall by a National bat-",91770565,"Historical Newspapers",""," Copyright New York Times Company Apr 16, 1862"," 78685843 , 1445927 , 113715"," editorial_article",1862-04-16,"0362-4331"," English"," English",4," New York, N.Y.","New York Times (1857-1922)",1862,4,"ProQuest Historical Newspapers: The New York Times (1851-2009)"
"GA001",1862-04-16,"http://search.proquest.com/docview/91663179","The Fall of Fort Pulaski.","The anniversary of the attack on Fort Sumter could not have been more fitly celebrated than it was by the capture of Fort Pulaski, by its rightful owners, from the rebels, who for sixteen months have usurped its posssion. Twelve months to a day from the time the now discomfited BEAUREGARD summoned Major ANDERSON to surrender Sumter, the beleaguered garrison in Pulaski capitulated to the National force. Whether Gen. HUNTER had an eye for a bit of poetic justice in thus timing the attack, we know not, but the gratifying achievement is made doubly gratifying by presenting a conspicuous instance of historical retribution.",91663179,"Historical Newspapers",""," Copyright New York Times Company Apr 16, 1862"," 78685855 , 1445927 , 113715"," editorial_article",1862-04-16,"0362-4331"," English"," English",4," New York, N.Y.","New York Times (1857-1922)",1862,4,"ProQuest Historical Newspapers: The New York Times (1851-2009)"
"GA004",1863-09-26,"http://search.proquest.com/docview/91800642","FROM GEN. ROSECRANS' ARMY.","A telegram from Gen. ROSECRANS, dated last night, says he made a reconnaisance in force along the enemy's lines yesterday afternoon and found him in force. The enemy did not resist for advance of our reconnoitering column, which returned to its quarters after having accomplished the object of the movement, which proved to be of considerable importance.",91800642,"Historical Newspapers",""," Copyright New York Times Company Sep 26, 1863"," 90625033 , 1524603 , 113715"," front_page",1863-09-26,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1863,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"GA004",1863-09-25,"http://search.proquest.com/docview/91777720","THE BATTLE IN GEORGIA.","",91777720,"Historical Newspapers",""," Copyright New York Times Company Sep 25, 1863"," 78707372-1 , 1446144 , 113715"," front_page",1863-09-25,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1863,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"GA004",1863-09-24,"http://search.proquest.com/docview/91844779","THE THREE DAYS' BATTLE.","Dispatches from Gen. ROSECRANS, dated Chat- tanooga, 3 and 5 P.M., Sept. 22, (yesterday after noon,) were received by the Government this morning, from which it appears that the enemy's attack open Gen. THOMAS' corps (ROSECRANS' left) on Mon day afternoon was handsomely repulsed, and Gen. THOMAS' forces marched quietly to the position they were about to take when assaulted.",91844779,"Historical Newspapers",""," Copyright New York Times Company Sep 24, 1863"," 78707251-1 , 1446143 , 113715"," front_page",1863-09-24,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1863,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"GA004",1863-09-24,"http://search.proquest.com/docview/91791140","REBEL REPORTS.","",91791140,"Historical Newspapers",""," Copyright New York Times Company Sep 24, 1863"," 78707252 , 1446143 , 113715"," front_page",1863-09-24,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1863,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"GA004",1863-09-24,"http://search.proquest.com/docview/91798355","NEWS FROM WASHINGTON.","THE ORDER TO REINFORCE ROSECRANS. Orders to BURNSIDE to reinforce ROSECRANS left here on the 14th, and could not possibly have reached him under three days. At this time he was at Jonesboro, where he expected to encounter LONGSTREET'S rein- forcements going to BRAGG. The battle at Chattanooga commencing on the 20th, it will be seen that he could not possibly effect a junction with ROSECRANS, a hundred and fifty miles off, in the time intervening between receiving the order and BRAGG'S attack.",91798355,"Historical Newspapers",""," Copyright New York Times Company Sep 24, 1863"," 78707265 , 1446143 , 113715"," front_page",1863-09-24,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1863,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"GA004",1863-09-22,"http://search.proquest.com/docview/91815846","THE GREAT BATTLE IN GEORGIA.","The Commercial of this city gives the following account of the great battle near Chattanooga on Saturday: ""The battle opened at 11 o'clock in the vicinity of Widow Glens, on the road leading from McLamore's Cave to Chattanooga.",91815846,"Historical Newspapers",""," Copyright New York Times Company Sep 22, 1863"," 82013289 , 1470605 , 113715"," front_page",1863-09-22,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1863,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"GA004",1863-09-22,"http://search.proquest.com/docview/91792333","The Battle in Georgia.","As was anticipated by Gen. ROSECRANS, thegreat battle which opened on Saturday forenoon, and raged till after nightfall, was reopened on Sunday morning, and continued throughout the day.",91792333,"Historical Newspapers",""," Copyright New York Times Company Sep 22, 1863"," 82013330 , 1470605 , 113715"," article",1863-09-22,"0362-4331"," English"," English",4," New York, N.Y.","New York Times (1857-1922)",1863,4,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"GA004",1863-09-21,"http://search.proquest.com/docview/91742281","HIGHLY IMPORTANT.","A desperate engagement commenced this morning at 11 o'clock.",91742281,"Historical Newspapers"," Special Dispatch to the New-York Times.
Special Dispatch to the New-York Times."," Copyright New York Times Company Sep 21, 1863"," 355645042 , 2488772 , 113715"," front_page",1863-09-21,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1863,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"GA004",1863-09-21,"http://search.proquest.com/docview/91741236","POSTSCRIPT.","We have the following brief and very painful news from Gen. ROSECRANS' army. The occupation of the telegraph lines for military purposes prevents, for the present, the transmission of details:",91741236,"Historical Newspapers",""," Copyright New York Times Company Sep 21, 1863"," 355645082 , 2488772 , 113715"," front_page",1863-09-21,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1863,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"GA004",1863-09-21,"http://search.proquest.com/docview/91777569","HIGHLY IMPORTANT.","A desperate engagement commenced this morning at 11 o'clock.",91777569,"Historical Newspapers",""," Copyright New York Times Company Sep 21, 1863"," 355645102 , 2488772 , 113715"," article",1863-09-21,"0362-4331"," English"," English",2," New York, N.Y.","New York Times (1857-1922)",1863,2,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"GA022",1864-09-05,"http://search.proquest.com/docview/91843802","The Fall of Atlanta","I have a Richmond paper of to-day. It contains a rumor of a battle at Atlanta, but says that the War Department, having no official information, it declines to form an opinion from the rumors. I have no doubt, however, but SHERMAN has gained a great success there. Before the dispatch of last night was received, announcing the oocupation of Atlanta by our troops the fact was known to our pickets. The rebels hallooed over to our men that SHERMAN had whipped HOOD that the latter had lost 40,000 men, and that our troops were in Atlanta. All quiet here. U.S. GRANT, Lieut.-General.",91843802,"Historical Newspapers",," Copyright New York Times Company Sep 5, 1864"," 78992080-1 , 1449491 , 113715"," front_page",1864-09-05,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1864,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"GA022",1864-09-03,"http://search.proquest.com/docview/91883913","Fall of the Rebel Stronghold.","To Maj. Gen. Dix, New-York: This Department has received intelligence this evening that Gen. SHERMAN'S advance entered Atlanta about noon to-day. The particulars have not yet been received, but telegraphic communication during the night with Atlanta direct is expected.",91883913,"Historical Newspapers",," Copyright New York Times Company Sep 3, 1864"," 78991989-1 , 1449490 , 113715"," front_page",1864-09-03,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1864,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"KY009",1862-10-22,"http://search.proquest.com/docview/91702410","REBEL REPORTS OF THE BATTLE AT PERRYVILLE, KY.","The Register publishes the following in an extra today:",91702410,"Historical Newspapers",""," Copyright New York Times Company Oct 22, 1862"," 90583480-1 , 1524532 , 113715"," front_page",1862-10-22,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1862,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"KY009",1862-10-19,"http://search.proquest.com/docview/91693510","THE WAR IN KENTUCKY.","",91693510,"Historical Newspapers",""," Copyright New York Times Company Oct 19, 1862"," 78699285-1 , 1446059 , 113715"," article",1862-10-19,"0362-4331"," English"," English",2," New York, N.Y.","New York Times (1857-1922)",1862,2,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"KY009",1862-10-19,"http://search.proquest.com/docview/91673953","THE RECENT BATTLE.","Capt. WATSON, of the Eightieth Indiana, who was wounded in the battle at Perryville, arrived at St. Louis on Sunday. The Louisville Journal has this information from him:",91673953,"Historical Newspapers",""," Copyright New York Times Company Oct 19, 1862"," 78699288 , 1446059 , 113715"," article",1862-10-19,"0362-4331"," English"," English",2," New York, N.Y.","New York Times (1857-1922)",1862,2,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"KY009",1862-10-17,"http://search.proquest.com/docview/91702276","THE BATTLE AT PERRYVILLE.","Among the bloodiest of all the bloody dramas of this war has just been enacted. We left our camp on the morning of the 8th, at 7 o'clock, taking a hilly, dusty road across the country, which, leading in a northwesterly direction, entered the Harrodsburgh turnpike, about two miles from the village of Perryville, which we approached from the southeast, or perhaps a little east of southeast.",91702276,"Historical Newspapers"," From Our Own Correspondent.
From Our Own Correspondent."," Copyright New York Times Company Oct 17, 1862"," 79179657-1 , 1450880 , 113715"," article",1862-10-17,"0362-4331"," English"," English",8," New York, N.Y.","New York Times (1857-1922)",1862,8,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"KY009",1862-10-16,"http://search.proquest.com/docview/91715655","THE POSITION IN KENTUCKY","The declara tion of the Louisville and Cincinnati papers that the Union forces had reoccupied the towns of Lexington and Danville, Ky., almost concurrently with the battle at Perryville proves to have been incorrect. And these movements failing, the entire theory built upon them, that the rebels were flanken on the east as well as the south and could not escape from the State, fails also. We find it necessary, therefore, on the corrected reports from Kentucky, to recast our views of the po- sition, and to confess that we now see little enough hope of ""bagging"" the army of BRAGG.",91715655,"Historical Newspapers",""," Copyright New York Times Company Oct 16, 1862"," 78698947 , 1446056 , 113715"," article",1862-10-16,"0362-4331"," English"," English",4," New York, N.Y.","New York Times (1857-1922)",1862,4,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"KY009",1862-10-16,"http://search.proquest.com/docview/91690736","THE WAR IN KENTUCKY.","There was skirmisking yesterday all along the line from Harrodsburgh to Stanford. The rebels are trying to get out of the State. It is thought that Gen. BRAGG is hurrying outward because on the day of the Perryville battle he heard that Gens. PRIOE and VAN DORN had been beaten at Corinth, and could not get any reinforcements from that quarter.",91690736,"Historical Newspapers",""," Copyright New York Times Company Oct 16, 1862"," 78698976-1 , 1446056 , 113715"," article",1862-10-16,"0362-4331"," English"," English",8," New York, N.Y.","New York Times (1857-1922)",1862,8,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"KY009",1862-10-15,"http://search.proquest.com/docview/91690776","THE WAR IN KENTUCKY.","Seven hundred and fifty wounded soldiers from Perryville, mostly slightly wounded, and gen erally belonging to Ohio and the Northwestern States, have arrived. Nearly all of them were accommodated at our hospitals, and the remainder taken to New-Albany.",91690776,"Historical Newspapers",""," Copyright New York Times Company Oct 15, 1862"," 461021502-1 , 6028452 , 113715"," article",1862-10-15,"0362-4331"," English"," English",," New York, N.Y.","New York Times (1857-1922)",1862,8,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"KY009",1862-10-14,"http://search.proquest.com/docview/91701474","THE WAR IN KENTUCKY.","In compliance with orders from Col. MUNDAY, Chief of Military Police, Maj. SPENCER, commanding Louisville Barracks, notifies all liquor dealers, where they are found selling liquor to soldiers, that their houses will be closed, their stock confiscated and poured into the street, and the proprietors arrested and confined.",91701474,"Historical Newspapers",""," Copyright New York Times Company Oct 14, 1862"," 355969972-1 , 2488962 , 113715"," front_page",1862-10-14,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1862,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
